"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Caribbean small states","CSS","Population, male","SP.POP.TOTL.MA.IN","1262885","1291998","1320524","1350482","1379454","1406924","1433944","1460618","1487230","1513445","1537956","1561066","1580124","1594919","1608910","1622460","1635889","1649257","1662360","1675031","1687980","1700941","1713516","1726132","1738807","1752698","1767109","1779934","1792028","1803795","1814067","1825469","1839748","1854027","1868313","1884594","1901711","1918457","1934969","1951383","1967530","1983453","1999558","2015569","2029591","2013195","2023782","2035583","2047552","2057446","2069655","2082625","2094801","2107237","2119485","2131152","2142729","2153262","2177247","2195368","2198671","2207041","2215458","2225997","2234293",
"Cuba","CUB","Population, male","SP.POP.TOTL.MA.IN","3697337","3769960","3845024","3923587","4004255","4085352","4165699","4244483","4322202","4400080","4478450","4556708","4631243","4699025","4760376","4815009","4862698","4903318","4937037","4964296","4986103","5007232","5036012","5072716","5111837","5152157","5194278","5238446","5285880","5335352","5383926","5426188","5459518","5486211","5505251","5519129","5531741","5543867","5555903","5567712","5578929","5589389","5599564","5610062","5619685","5626237","5628734","5627645","5624560","5620775","5616912","5613783","5611512","5608014","5600578","5593658","5586840","5575242","5561949","5546807","5530297","5497667","5461345","5438940","5416880",
"Curacao","CUW","Population, male","SP.POP.TOTL.MA.IN","62026","62601","63688","64852","65935","66934","67583","68251","69260","70327","71327","72556","72609","72105","72710","72984","73005","72922","72261","71898","71863","72020","72608","73006","73264","73510","73363","72659","71479","70246","69384","68782","68417","68462","68475","68567","68958","69087","67739","65187","62389","60034","60006","61090","61987","63437","64953","66107","66798","67083","67778","68518","69074","70110","71262","72354","73213","73493","75288","75535","73637","72451","71330","74106","74200",
"Cayman Islands","CYM","Population, male","SP.POP.TOTL.MA.IN","3985","4072","4162","4258","4356","4454","4555","4663","4768","4870","5050","5346","5684","6026","6366","6704","7040","7372","7694","8018","8384","8793","9210","9632","10057","10485","10915","11350","11778","12226","12776","13410","14057","14714","15382","16061","16742","17417","18082","18744","19437","20151","20869","21585","22291","23002","23722","24450","25185","25929","26679","27467","28292","29112","29925","30727","31512","32283","33041","33786","34513","35243","35969","36676","37375",
"Cyprus","CYP","Population, male","SP.POP.TOTL.MA.IN","287604","292109","295306","298424","301233","304034","307154","310428","313728","317100","320598","324282","328178","330658","327902","324642","326559","330462","334432","338514","342751","347170","352209","358218","364609","370914","377172","383363","389444","395411","401277","407004","413083","421058","430327","439304","448074","456685","465146","473470","481676","489869","498433","507399","516457","525528","534596","543672","552752","561858","571052","580274","589502","598543","607316","616000","624634","633043","641146","649029","656652","663943","670825","677602","684248",
"Czechia","CZE","Population, male","SP.POP.TOTL.MA.IN","4658128","4649041","4666767","4688556","4716174","4741229","4761018","4775639","4785929","4794261","4774144","4757578","4776450","4803050","4835735","4870263","4903193","4933161","4960781","4986107","4992971","4992117","4999603","5004888","5009064","5013335","5016821","5020322","5024895","5028373","5015151","5003704","5010127","5017096","5021181","5020113","5015890","5011890","5008552","5004932","4992561","4976605","4970910","4973399","4978744","4989646","5007417","5040781","5086751","5119889","5138869","5152428","5161869","5166233","5174257","5187182","5199879","5216277","5236223","5259110","5273457","5178895","5261543","5356990","5366194",
"Germany","DEU","Population, male","SP.POP.TOTL.MA.IN","33868735","34197790","34563618","34961655","35337334","35750080","36097322","36246579","36423965","36816441","37004156","37107044","37338340","37500521","37520167","37337003","37151482","37068518","37056538","37117879","37265366","37373283","37354157","37270389","37157453","37103828","37175791","37325446","37565434","37935632","38345535","38703110","39099256","39431574","39587975","39725382","39865113","39878878","39887197","39967258","40012676","40080182","40155137","40165960","40148878","40097557","40098225","40127064","40059906","39928618","39844741","39148009","39307033","39505086","39731726","40209411","40638749","40801842","40935223","41031295","41060242","41072019","41369285","41426726","41238833",
"Djibouti","DJI","Population, male","SP.POP.TOTL.MA.IN","42584","44245","46168","48438","51071","53986","57045","60203","63472","67349","71856","76797","82311","88358","95384","103965","114303","126152","138770","150929","161514","170088","176982","183299","190522","199802","211582","225555","240559","259887","287836","313450","310829","304928","311175","314401","322070","333829","347622","360084","371669","383697","395834","404786","411031","417458","425642","434897","443866","453134","462375","471410","480386","489296","498099","506738","515247","523678","532032","540277","548317","556130","563858","571602","579313",
"Dominica","DMA","Population, male","SP.POP.TOTL.MA.IN","27362","27782","28183","28598","29032","29486","29970","30480","31020","31579","32099","32558","33002","33442","33871","34291","34694","35068","35406","35699","35928","35994","35895","35764","35629","35479","35306","35097","34864","34609","34303","34111","34138","34220","34276","34309","34315","34292","34238","34133","33959","33863","33941","34063","34161","34246","34316","34361","34383","34406","34425","34514","34545","34776","35035","35065","34773","34342","34194","34052","33900","33710","33498","33298","33102",
"Denmark","DNK","Population, male","SP.POP.TOTL.MA.IN","2271182","2287003","2304934","2322881","2341227","2358910","2377513","2396371","2410628","2424395","2446226","2465030","2477514","2491497","2500952","2505269","2509789","2516286","2522671","2527253","2528557","2525971","2522480","2519520","2517453","2518788","2523280","2527029","2528120","2529397","2533516","2540476","2549582","2559074","2568446","2582802","2598547","2610240","2620494","2629757","2639215","2649233","2658273","2666242","2673672","2681552","2691261","2704663","2722326","2737594","2749827","2761538","2772660","2785446","2801573","2824417","2848991","2868222","2882655","2892868","2900774","2913810","2935909","2955957","2970888",
"Dominican Republic","DOM","Population, male","SP.POP.TOTL.MA.IN","1646978","1699347","1752633","1806786","1861912","1916182","1971698","2030219","2089306","2149156","2210203","2272608","2336398","2401576","2467589","2533909","2600762","2668319","2736588","2805617","2875436","2945240","3014637","3084710","3155539","3226066","3296249","3366632","3437907","3510794","3584759","3658555","3731765","3804691","3877631","3950220","4021960","4091825","4159171","4226245","4294340","4361464","4426511","4489829","4551209","4610699","4668382","4725305","4783565","4843755","4904853","4965802","5026206","5085957","5145013","5203140","5259814","5315838","5371949","5426421","5480943","5535229","5586214","5634533","5681194",
"Algeria","DZA","Population, male","SP.POP.TOTL.MA.IN","5765859","5876170","5986357","6105998","6241999","6377641","6512386","6657199","6807720","6961928","7118513","7278887","7445681","7620327","7803948","8087808","8476719","8794104","9041577","9309759","9599575","9912513","10246235","10599379","10968693","11350883","11733256","12092639","12433630","12762969","13078798","13389419","13717909","14054099","14370989","14674880","14970666","15260838","15505040","15712154","15925099","16136100","16342428","16551159","16774177","17011030","17264374","17545719","17861443","18202087","18554453","18914428","19287278","19672215","20068367","20476385","20894164","21316231","21724797","22118793","22490324","22848428","23206874","23549235","23874384",
"East Asia & Pacific (excluding high income)","EAP","Population, male","SP.POP.TOTL.MA.IN","454862779","454340283","460179251","471877335","483404885","495199584","508687371","521866231","535586878","550219333","565232746","580524121","594934913","608830540","621904762","633679898","644597514","654829263","665089891","675562010","685913090","696611602","708542035","720626526","732219117","744131337","756732683","770123068","783762801","797137837","810359102","823126528","835154897","846842857","858442558","869875263","881142682","892333960","903138304","913115766","922422192","931316640","939746668","947826116","955660556","963445146","971160164","978892367","986610104","994137103","1001651581","1009607681","1018544948","1027373928","1035761303","1043624296","1051317520","1059078090","1065570928","1071111969","1075525813","1078396813","1080388471","1081763112","1082957035",
"Early-demographic dividend","EAR","Population, male","SP.POP.TOTL.MA.IN","494797294","507743475","521033013","534620927","548589717","562447481","576226485","590611907","605368811","620319487","635770061","650963738","666512886","683174945","700319646","717956551","735900608","754120958","772464066","791590503","811922312","833489560","855633314","877775678","900165653","922817960","945780338","969043902","992576337","1016256582","1041490361","1065888439","1089478139","1112896369","1135136509","1157383334","1181134871","1205115701","1229089828","1252810372","1276676345","1300685911","1323905288","1346970372","1370569464","1393923629","1417308355","1440531716","1463465660","1486494444","1509381064","1532812344","1555746941","1578424649","1600139416","1622125898","1643460090","1663677575","1683420438","1703640510","1724145527","1741747529","1760877278","1781101230","1801224559",
"East Asia & Pacific","EAS","Population, male","SP.POP.TOTL.MA.IN","527464714","528171869","535341253","548383530","561281947","574466252","589257932","603588654","618599783","634662776","651111761","668395186","684323573","699701063","714276842","727411553","739534449","750921941","762304732","773965084","785445070","797292292","810336836","823456878","835978306","848739797","862135859","876333809","890765837","904951868","918935474","932531102","945273157","957655088","969973142","982101812","994147789","1005977725","1017402315","1027880241","1037683535","1047105433","1055975685","1064391845","1072495148","1080512346","1088631838","1096895010","1105217954","1113157720","1121018981","1129227332","1138457553","1147542133","1156213600","1164370214","1172379602","1180394588","1187157051","1192965471","1197373461","1199703006","1201425405","1203204621","1204513917",
